SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_CODE,SUPPLY_TITLE,SUPPLY_DESCRIPTION
CS5SA1,PP,PE,1,"ASTM A333 Gr.6, S-80, Seamless, ASME B36.10, PE","PIPE, SEAMLESS, CS, ASTM A333 Gr.6, ASME B36.10, PE, SCH 80","1/2""",0.5,-,-,80,PE,-,1.62,21.3,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,PE,1,"ASTM A333 Gr.6, S-80, Seamless, ASME B36.10, PE","PIPE, SEAMLESS, CS, ASTM A333 Gr.6, ASME B36.10, PE, SCH 80","3/4""",0.75,-,-,80,PE,-,2.2,26.7,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,PE,1,"ASTM A333 Gr.6, S-80, Seamless, ASME B36.10, PE","PIPE, SEAMLESS, CS, ASTM A333 Gr.6, ASME B36.10, PE, SCH 80","1""",1,-,-,80,PE,-,3.24,33.4,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,PE,1,"ASTM A333 Gr.6, S-80, Seamless, ASME B36.10, PE","PIPE, SEAMLESS, CS, ASTM A333 Gr.6, ASME B36.10, PE, SCH 80","1-1/2""",1.5,-,-,80,PE,-,5.41,48.3,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.B, S-80, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH 80","2""",2,-,-,80,BE,-,7.48,60.3,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.B, S-80, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH 80","3""",3,-,-,80,BE,-,15.27,88.9,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.B, S-80, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH 80","4""",4,-,-,80,BE,-,22.32,114.3,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.B, S-80, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH 80","6""",6,-,-,80,BE,-,42.56,168.3,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.B, S-80, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH 80","8""",8,-,-,80,BE,-,64.64,219.1,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,"SUMINISTRO DE PIPE, SCH 80, SMLS, BE, API 5L GR. B, PSL2, ASME B36.10, DIAM. 8"""
CS5SA1,PP,BE,1,"API 5L Gr.X65, S-40, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.X65, ASME B36.10, PSL2, BE, SCH 40","10""",10,-,-,40,BE,-,60.29,273.1,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.X65, S-STD, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.X65, ASME B36.10, PSL2, BE, SCH STD","12""",12,-,-,STD,BE,-,73.86,323.9,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.X65, S-40, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.X65, ASME B36.10, PSL2, BE, SCH 40","14""",14,-,-,40,BE,-,94.55,355.6,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.X65, S-40, SAWL/HFW, ASME B36.10, PSL2, BE","PIPE, SAWL / HFW, CS, API 5L Gr.X65, ASME B36.10, PSL2, BE, SCH 40","16""",16,-,-,40,BE,-,123.31,406.4,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.X65, S-XS, SAWL/HFW, ASME B36.10, PSL2, BE","PIPE, SAWL / HFW, CS, API 5L Gr.X65, ASME B36.10, PSL2, BE, SCH XS","18""",18,-,-,XS,BE,-,139.16,457,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.X65, S-40, SAWL/HFW, ASME B36.10, PSL2, BE","PIPE, SAWL / HFW, CS, API 5L Gr.X65, ASME B36.10, PSL2, BE, SCH 40","20""",20,-,-,40,BE,-,183.43,508,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,PP,BE,1,"API 5L Gr.X65, S-40, SAWL/HFW, ASME B36.10, PSL2, BE","PIPE, SAWL / HFW, CS, API 5L Gr.X65, ASME B36.10, PSL2, BE, SCH 40","24""",24,-,-,40,BE,-,255.43,610,-,4.2,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,
CS5SA1,FL,SW,3,"ASTM A105, Socketweld Flange, ASME B16.5, RF/SW End","SOCKETWELD FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF","1/2""",0.5,-,-,-,RF,1500,1.8,0,-,4.2,,
CS5SA1,FL,SW,3,"ASTM A105, Socketweld Flange, ASME B16.5, RF/SW End","SOCKETWELD FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF","3/4""",0.75,-,-,-,RF,1500,2.3,0,-,4.2,,
CS5SA1,FL,SW,3,"ASTM A105, Socketweld Flange, ASME B16.5, RF/SW End","SOCKETWELD FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF","1""",1,-,-,-,RF,1500,3.7,0,-,4.2,,
CS5SA1,FL,SW,3,"ASTM A105, Socketweld Flange, ASME B16.5, RF/SW End","SOCKETWELD FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF","1-1/2""",1.5,-,-,-,RF,1500,5.5,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF, SCH 80","2""",2,-,-,80,RF,1500,11,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","3""",3,-,-,80,RF,900,13.63,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","4""",4,-,-,80,RF,900,22.42,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","6""",6,-,-,80,RF,900,48.57,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","8""",8,-,-,80,RF,900,83.68,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, MSS SP44, RF/BW End","WELD NECK FLANGE, CS, ASTM A694 Gr.F65, MSS SP-44, CLASS 900, RF, SCH 40","10""",10,-,-,40,RF,900,118.33,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, MSS SP44, RF/BW End","WELD NECK FLANGE, CS, ASTM A694 Gr.F65, MSS SP-44, CLASS 900, RF, SCH STD","12""",12,-,-,STD,RF,900,157.59,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, MSS SP44, RF/BW End","WELD NECK FLANGE, CS, ASTM A694 Gr.F65, MSS SP-44, CLASS 900, RF, SCH 40","14""",14,-,-,40,RF,900,181.97,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, MSS SP44, RF/BW End","WELD NECK FLANGE, CS, ASTM A694 Gr.F65, MSS SP-44, CLASS 900, RF, SCH 40","16""",16,-,-,40,RF,900,223.15,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, MSS SP44, RF/BW End","WELD NECK FLANGE, CS, ASTM A694 Gr.F65, MSS SP-44, CLASS 900, RF, SCH XS","18""",18,-,-,XS,RF,900,297.91,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, MSS SP44, RF/BW End","WELD NECK FLANGE, CS, ASTM A694 Gr.F65, MSS SP-44, CLASS 900, RF, SCH 40","20""",20,-,-,40,RF,900,377.02,0,-,4.2,,
CS5SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, MSS SP44, RF/BW End","WELD NECK FLANGE, CS, ASTM A694 Gr.F65, MSS SP-44, CLASS 900, RF, SCH 40","24""",24,-,-,40,RF,900,697.43,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF","1/2""",0.5,-,-,-,RF,1500,1.8,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF","3/4""",0.75,-,-,-,RF,1500,2.7,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF","1""",1,-,-,-,RF,1500,3.7,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF","1-1/2""",1.5,-,-,-,RF,1500,5.9,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF","2""",2,-,-,-,RF,1500,10.1,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","3""",3,-,-,-,RF,900,13,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","4""",4,-,-,-,RF,900,24.5,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","6""",6,-,-,-,RF,900,53,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","8""",8,-,-,-,RF,900,91,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","10""",10,-,-,-,RF,900,132,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","12""",12,-,-,-,RF,900,189,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","14""",14,-,-,-,RF,900,237,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","16""",16,-,-,-,RF,900,273,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","18""",18,-,-,-,RF,900,367,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","20""",20,-,-,-,RF,900,463,0,-,4.2,,
CS5SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF","24""",24,-,-,-,RF,900,875,0,-,4.2,,
CS5SA1,FT,45L,2,"ASTM A105, 45 Degree elbow, ASME B16.11, SW Ends","ELBOW 45 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1/2""",0.5,-,-,-,SW,3000,0.13,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11,
CS5SA1,FT,45L,2,"ASTM A105, 45 Degree elbow, ASME B16.11, SW Ends","ELBOW 45 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","3/4""",0.75,-,-,-,SW,3000,0.21,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11,"SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000# FORGED ASTM A105, 3/4 """
CS5SA1,FT,45L,2,"ASTM A105, 45 Degree elbow, ASME B16.11, SW Ends","ELBOW 45 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1,-,-,-,SW,3000,0.34,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11,"SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000# FORGED ASTM A105, 1 "", "
CS5SA1,FT,45L,2,"ASTM A105, 45 Degree elbow, ASME B16.11, SW Ends","ELBOW 45 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,-,-,-,SW,3000,0.86,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11,"SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000## FORGED ASTM A105, 1½ """
CS5SA1,FT,45L,2,"ASTM A234 Gr.WPB,45 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 45 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","2""",2,-,-,80,BW,-,0.47,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A234,
CS5SA1,FT,45L,2,"ASTM A234 Gr.WPB,45 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 45 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","3""",3,-,-,80,BW,-,1.37,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A234,
CS5SA1,FT,45L,2,"ASTM A234 Gr.WPB,45 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 45 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","4""",4,-,-,80,BW,-,2.7,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A234,
CS5SA1,FT,45L,2,"ASTM A234 Gr.WPB,45 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 45 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","6""",6,-,-,80,BW,-,7.67,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A234,
CS5SA1,FT,45L,2,"ASTM A234 Gr.WPB,45 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 45 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","8""",8,-,-,80,BW,-,0,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A234,
